coordinates,raffles_place_dist,one_north_dist,jurong_east_dist,orchard_dist,changi_dist,raffles_place_drive,one_north_drive,jurong_east_drive,orchard_drive,changi_drive
"(1.374180984, 103.77439809999998)",46.27,39.93,36.9,41.88,66.13,28.05,23.75,14.83,20.68,40.23
"(1.37446598, 103.7736063)",46.8,40.57,35.55,42.53,66.77,28.43,24.13,15.2,21.07,40.6
"(1.3878270990000001, 103.7665688)",38.47,36.83,34.93,32.93,63.03,31.32,27.02,16.73,24.58,44.12
"(1.387448623, 103.7638472)",37.48,38.97,34.37,34.18,65.17,30.62,25.75,14.8,23.38,42.92
"(1.3862434030000002, 103.76183759999999)",40.52,38.88,36.98,34.98,65.08,31.13,26.27,15.32,24.35,43.88
"(1.385977535, 103.75896309999999)",42.48,40.85,36.13,36.95,67.05,31.3,25.73,14.85,23.93,43.47
"(1.3875673569999998, 103.7712122)",39.8,38.17,36.68,34.27,64.37,29.5,25.18,16.55,22.25,41.78
"(1.3792452990000001, 103.7658816)",38.73,37.1,31.82,33.2,63.3,29.77,24.38,13.98,22.4,41.93
"(1.384319661, 103.76886590000001)",49.67,38.62,36.95,34.72,64.82,29.9,25.6,17.28,22.52,42.07
"(1.38840059, 103.77188220000001)",54.02,52.07,38.33,44.78,76.23,29.78,25.48,16.7,22.38,41.93
"(1.3755029909999998, 103.7689524)",39.0,37.37,27.3,33.47,63.57,29.35,24.48,14.43,21.98,41.52
"(1.375224695, 103.7659225)",38.38,36.75,33.87,32.85,62.95,30.63,25.87,15.82,23.27,42.8
"(1.3841162790000001, 103.7628642)",43.92,41.57,35.35,36.93,66.15,29.38,24.52,13.57,22.43,41.97
"(1.380554321, 103.7687304)",46.1,44.68,33.78,36.7,65.92,30.07,25.77,17.83,22.7,42.23
"(1.3800720880000001, 103.7718336)",49.27,38.32,36.83,33.53,64.52,28.68,24.38,16.52,21.32,40.85
"(1.384236786, 103.7618809)",37.5,38.98,29.35,34.2,65.18,30.87,26.0,15.05,23.5,43.03
"(1.3875559309999999, 103.7642821)",37.75,39.23,34.63,34.45,65.43,31.0,26.15,15.2,23.62,43.17
"(1.3842218309999998, 103.76376690000001)",45.1,42.53,36.68,38.27,67.48,30.95,26.08,15.12,23.58,43.12
"(1.374816801, 103.7651093)",40.08,38.45,35.57,34.55,64.65,29.82,25.07,15.0,22.45,41.98
"(1.380215441, 103.7663022)",36.75,35.97,29.45,30.3,61.32,29.77,24.37,13.7,22.38,41.93
"(1.380669849, 103.7649552)",37.38,36.53,31.38,32.63,62.73,29.9,24.5,14.07,20.68,40.23
"(1.3812957469999998, 103.7615713)",36.82,38.3,30.95,33.52,64.5,30.43,25.57,14.6,23.08,42.62
"(1.38691071, 103.7633102)",36.57,38.05,33.45,33.27,64.25,30.17,25.3,14.35,22.85,42.38
"(1.375346635, 103.7709554)",37.08,38.57,33.87,41.33,64.77,28.02,23.72,14.62,20.65,40.18
"(1.377129628, 103.7661712)",35.27,36.75,30.75,31.97,62.95,29.53,24.7,14.65,22.17,41.72
"(1.3385120670000001, 103.7745698)",30.42,31.9,25.33,25.35,54.98,24.88,16.4,10.43,17.5,37.05
"(1.31655991, 103.8072881)",18.38,14.45,25.53,15.37,51.88,15.47,8.57,21.28,12.22,37.58
"(1.339310858, 103.7720515)",31.52,33.0,22.38,26.45,56.08,24.35,15.87,9.07,16.98,36.53
"(1.287674258, 103.83885790000001)",15.6,27.38,38.88,23.05,43.78,3.72,13.37,21.75,9.47,30.22
"(1.307435479, 103.85471390000001)",16.32,30.52,46.72,23.55,37.0,8.35,19.58,26.5,7.08,26.37
"(1.299009418, 103.8522849)",10.0,32.48,44.1,19.3,36.27,5.45,16.68,25.08,6.13,25.37
"(1.284858608, 103.8425788)",11.92,28.52,37.98,17.2,43.55,3.53,14.03,22.42,8.6,28.65
"(1.27624052, 103.8430061)",11.85,32.25,44.93,27.78,45.5,4.97,14.52,22.9,11.28,29.27
"(1.300932673, 103.85399100000001)",6.53,29.75,40.63,19.82,32.8,5.9,17.2,25.6,6.52,25.12
"(1.296853111, 103.8533475)",6.68,29.37,43.55,18.37,34.22,4.68,16.58,24.98,8.45,25.88
"(1.277449094, 103.8416667)",9.97,24.58,36.08,22.33,43.62,4.37,13.37,21.95,10.32,28.78
"(1.275986995, 103.84119179999999)",8.08,24.87,34.9,23.5,41.6,3.92,13.3,21.68,10.02,27.92
"(1.277799407, 103.8414034)",9.2,24.72,35.43,21.57,42.85,4.23,12.97,21.37,9.75,28.58
"(1.3778790459999999, 103.7521037)",39.72,38.08,25.98,34.18,64.28,33.53,27.7,15.32,26.17,45.7
"(1.3785079919999998, 103.7507074)",39.25,37.85,25.75,33.95,63.82,32.9,27.07,14.68,25.67,45.2
"(1.377822649, 103.7350124)",46.9,40.27,32.13,44.47,73.27,36.22,28.12,14.5,29.97,49.5
"(1.378303571, 103.75010809999999)",37.7,37.22,25.48,34.4,65.38,34.42,27.77,14.27,27.05,46.58
"(1.3801296490000001, 103.7388888)",46.5,42.98,31.35,41.85,71.07,35.17,27.07,13.45,27.97,47.52
"(1.40067816, 103.7513772)",49.23,42.82,22.53,56.0,80.85,35.55,31.25,18.47,28.18,47.72
"(1.37893678, 103.7511824)",42.97,37.35,27.18,37.43,67.53,32.73,26.9,14.52,25.37,44.9
"(1.382256818, 103.7409574)",43.83,37.22,28.73,40.7,70.42,35.25,27.6,13.97,27.93,47.48
"(1.4033361080000002, 103.7451317)",52.63,46.45,26.17,59.63,84.25,36.77,32.28,19.42,29.32,48.87
"(1.3945329780000002, 103.74996429999999)",49.13,42.22,29.35,45.67,80.75,34.88,30.58,17.8,27.55,47.08
"(1.3806537490000002, 103.74636729999999)",42.85,37.62,29.07,37.32,67.42,33.55,26.77,13.27,26.17,45.72
"(1.3794475030000002, 103.74828740000001)",37.57,37.08,26.9,34.27,65.25,33.88,27.1,13.6,26.5,46.05
"(1.379187865, 103.7567829)",35.92,37.4,28.17,32.62,63.6,31.18,25.35,12.78,23.82,43.35
"(1.383340496, 103.7420833)",41.8,33.78,19.15,38.15,68.78,35.85,28.15,14.52,28.48,48.02
"(1.382166605, 103.7422483)",43.72,35.7,27.53,37.1,66.32,36.17,28.47,14.85,28.8,48.35
"(1.379448772, 103.7475484)",36.22,35.73,25.55,32.92,63.9,33.5,26.73,13.23,26.13,45.67
"(1.3820241469999999, 103.74031070000001)",44.47,38.73,29.37,42.22,71.93,34.97,27.3,13.68,27.58,47.13
"(1.399146409, 103.7472052)",43.63,35.62,20.98,56.07,77.28,34.68,30.38,17.6,27.32,46.85
"(1.400445995, 103.7498724)",45.73,40.27,25.08,58.55,77.35,36.4,32.1,19.32,28.88,48.42
"(1.382373008, 103.74135229999999)",44.08,36.07,21.43,39.27,68.48,35.95,28.25,14.62,28.17,47.72
"(1.398467599, 103.7446458)",44.7,36.68,22.05,42.9,78.35,36.5,32.2,19.42,29.13,48.67
"(1.381809725, 103.7423816)",43.97,35.95,27.78,38.7,68.8,34.2,27.43,13.93,26.83,46.38
"(1.3973709419999998, 103.74960290000001)",42.95,34.93,20.3,55.38,76.6,34.38,30.08,17.3,27.43,46.98
"(1.382137071, 103.7433975)",42.42,34.4,26.23,35.7,64.92,34.75,27.97,14.48,27.38,46.92
"(1.379978028, 103.73490600000001)",49.38,42.45,39.8,45.5,74.3,36.6,28.5,14.88,29.38,48.92
"(1.402989014, 103.75032009999998)",49.25,42.97,22.68,56.15,80.87,35.97,31.67,18.87,28.58,48.13
"(1.400209214, 103.75127140000001)",48.65,43.18,23.08,56.55,80.27,36.1,31.8,19.0,28.43,47.98
"(1.4031348280000002, 103.7497931)",48.37,42.9,23.55,57.02,79.98,35.85,31.55,18.77,28.48,48.02
"(1.3930271269999999, 103.7472725)",44.57,37.63,24.77,45.5,76.18,33.88,29.58,16.8,26.52,46.05
"(1.393717376, 103.7437625)",45.13,43.32,21.33,46.62,76.75,33.5,29.2,16.32,26.12,45.65
"(1.402776276, 103.75153990000001)",50.67,44.22,23.93,57.4,82.28,35.57,31.27,18.48,28.2,47.75
"(1.3786388840000001, 103.7379059)",46.32,41.82,33.68,43.37,74.82,34.38,26.28,12.65,27.68,47.23
"(1.379004596, 103.745926)",42.1,38.5,28.85,36.57,66.67,34.1,27.32,13.83,26.73,46.28
"(1.398320829, 103.7458781)",42.75,34.73,20.1,55.18,76.4,34.9,30.6,17.82,27.53,47.07
"(1.39587445, 103.7491625)",44.08,36.07,21.43,56.52,77.73,34.35,30.05,17.27,27.13,46.67
"(1.4025550180000002, 103.74802170000001)",48.45,42.98,26.17,59.63,80.07,36.62,32.32,19.52,29.23,48.78
"(1.376847726, 103.741509)",46.07,42.12,33.98,41.42,70.63,34.37,26.27,12.65,27.5,47.05
"(1.397442869, 103.7451372)",44.23,37.3,21.32,57.75,75.85,34.8,30.5,17.7,27.42,46.97
"(1.4019847509999999, 103.7507884)",48.12,41.18,28.32,62.08,79.73,36.52,32.22,19.43,29.15,48.68
"(1.3778896459999999, 103.75423990000002)",37.48,38.97,27.28,34.18,65.17,31.67,25.83,13.45,24.3,43.83
"(1.303153603, 103.7619437)",33.53,24.4,27.32,38.92,67.18,19.0,10.9,12.12,22.2,41.52
"(1.307266926, 103.76110770000001)",30.22,23.1,26.6,32.88,63.87,19.92,11.82,13.03,22.93,42.27
"(1.304235925, 103.7678534)",31.35,26.07,24.98,34.02,65.0,20.4,12.3,13.52,23.4,42.73
"(1.3191261859999999, 103.76698370000001)",27.87,22.4,24.25,29.65,61.52,18.6,10.5,12.28,21.25,40.93
"(1.317016551, 103.7700552)",27.02,24.35,27.35,33.48,60.67,18.03,9.53,12.47,19.97,40.37
"(1.321669866, 103.7703516)",27.83,25.17,28.17,29.6,61.48,19.92,10.98,13.55,20.05,40.18
"(1.319663167, 103.76913979999999)",28.52,25.85,28.85,34.4,62.17,18.45,9.95,12.75,20.35,40.75
"(1.31535007, 103.7708614)",26.83,24.17,27.17,33.72,60.48,17.73,9.63,12.17,20.75,40.08
"(1.315185027, 103.7684327)",26.53,18.62,21.85,28.32,60.18,17.13,9.03,11.55,20.13,39.47
"(1.322061089, 103.766014)",28.4,20.48,24.12,30.18,62.05,19.88,11.75,13.57,22.18,42.22
"(1.312406419, 103.76875229999999)",21.92,18.45,24.38,29.95,55.57,16.48,8.38,10.92,18.97,38.3
"(1.320574657, 103.76821190000001)",30.82,25.35,25.77,33.48,64.47,18.88,10.4,13.18,20.8,41.2
"(1.313615679, 103.76481)",22.72,14.8,19.57,26.73,56.37,17.58,9.48,11.27,20.87,40.18
"(1.310175719, 103.7700032)",27.45,23.9,25.02,38.15,61.1,18.4,10.3,12.75,21.33,40.65
"(1.304777153, 103.763122)",29.38,35.68,25.5,32.93,63.03,19.15,11.05,12.27,22.15,41.48
"(1.301917877, 103.76307340000001)",31.35,23.6,28.12,38.12,65.0,19.2,11.1,12.32,21.77,41.1
"(1.3053304620000001, 103.7620036)",30.72,26.4,27.65,33.38,64.37,18.53,10.43,11.65,21.55,40.88
"(1.303697399, 103.76947690000002)",30.92,25.63,23.87,33.58,64.57,21.63,13.53,14.75,24.65,43.98
"(1.316777163, 103.77089709999998)",25.1,22.43,25.43,33.65,58.75,18.37,9.87,12.8,18.52,39.25
"(1.310879202, 103.76957259999999)",24.13,20.48,21.33,34.38,57.78,17.4,9.3,11.75,20.42,39.75
"(1.315135091, 103.76605450000001)",21.43,16.42,20.0,25.45,55.08,17.13,9.03,11.0,20.13,39.47
"(1.321415897, 103.7671055)",29.67,22.55,23.27,32.33,63.32,19.03,10.92,12.72,21.35,41.38
"(1.311099155, 103.7663995)",25.52,22.42,21.7,29.67,59.17,19.78,11.68,12.17,22.8,42.12
"(1.30310124, 103.7634131)",29.2,35.53,26.78,34.22,62.85,18.83,10.73,11.93,21.83,41.17
"(1.30360871, 103.76335909999999)",30.08,27.17,26.72,34.15,63.73,18.62,10.52,11.73,21.63,40.95
"(1.326154695, 103.88604699999999)",20.77,42.5,54.92,31.17,32.8,17.33,26.48,28.93,14.65,23.3
"(1.326482283, 103.8855449)",19.72,41.05,54.3,29.72,32.8,17.1,26.23,28.68,14.4,23.05
"(1.329654615, 103.88718359999999)",22.4,40.63,53.05,32.13,31.38,18.12,26.03,28.2,14.57,22.57
"(1.3311972140000001, 103.8869767)",24.9,41.75,55.55,32.6,33.88,19.07,27.0,29.15,15.53,23.52
"(1.330166195, 103.8877853)",22.95,41.18,53.6,32.68,31.93,18.33,26.25,28.42,14.78,22.78
"(1.325775271, 103.8857036)",20.13,42.32,55.55,30.98,32.62,17.1,26.23,28.68,14.4,23.05
"(1.3258485759999998, 103.8879265)",17.63,38.35,50.5,27.02,27.78,16.72,24.65,26.8,13.18,21.17
"(1.332283325, 103.88562009999998)",22.92,37.8,56.43,28.87,35.3,15.32,23.62,26.17,11.78,22.7
"(1.328174693, 103.88648420000001)",20.18,39.28,55.65,27.95,31.2,17.42,25.33,27.5,13.87,21.85
"(1.33018852, 103.88750870000001)",23.37,41.6,54.02,33.1,32.35,18.33,26.27,28.42,14.78,22.78
"(1.32740031, 103.88720359999999)",20.3,41.02,53.43,29.68,31.32,17.17,25.08,27.25,13.62,21.62
"(1.325132403, 103.8856108)",20.68,42.02,55.65,30.68,34.15,17.3,26.43,28.88,14.6,23.25
"(1.323779951, 103.9023304)",21.8,46.28,62.25,32.07,27.38,18.93,27.67,29.83,16.2,21.15
"(1.33002587, 103.9009954)",25.85,44.78,51.87,39.0,26.82,18.53,26.47,28.63,15.05,20.07
"(1.3121012440000002, 103.8971871)",22.97,47.22,57.05,31.28,33.98,15.18,26.08,28.58,14.95,20.7
"(1.3084047779999999, 103.8873475)",13.8,41.73,50.77,24.5,27.42,11.8,24.28,27.45,13.82,21.02
"(1.3290260790000001, 103.8869308)",18.87,37.97,54.33,29.13,29.88,17.4,25.32,27.48,13.85,21.83
"(1.3103135190000001, 103.8976563)",23.0,46.92,62.68,29.82,33.68,14.27,25.3,28.75,15.12,19.72
"(1.318309195, 103.887754)",15.85,38.48,50.48,28.37,27.88,15.33,25.98,28.15,14.52,22.83
"(1.320183255, 103.90080490000001)",18.62,40.95,53.25,27.0,24.2,18.97,27.13,29.3,15.67,20.62
"(1.326359384, 103.8997531)",25.05,45.52,62.28,35.27,28.48,20.22,28.15,30.3,16.52,22.28
"(1.31747603, 103.8763541)",22.52,42.52,55.55,32.78,36.1,14.8,26.17,28.67,15.03,25.2
"(1.32385645, 103.8875854)",20.88,42.03,54.45,30.7,32.33,17.12,25.03,27.2,13.53,23.07
"(1.316668875, 103.8760975)",20.65,43.43,57.33,29.03,34.95,14.13,25.5,28.0,13.8,23.97
"(1.327467457, 103.8862151)",21.23,41.87,49.3,30.53,33.88,17.3,26.43,28.88,14.6,23.25
"(1.318211531, 103.88475229999999)",13.47,35.95,50.95,25.83,27.6,14.38,26.05,28.22,14.58,22.9
"(1.312589174, 103.8965912)",23.38,48.33,61.03,34.57,31.28,15.45,26.35,28.83,15.22,20.97
"(1.315993889, 103.886009)",14.58,38.45,48.95,22.97,28.17,13.52,25.23,27.73,14.1,22.63
"(1.3185941959999998, 103.8996802)",18.47,40.8,53.1,26.85,24.05,16.15,27.18,29.35,15.72,20.68
"(1.309443155, 103.8833363)",17.47,42.05,54.05,28.8,31.72,11.95,25.03,27.67,14.05,23.47
"(1.381916946, 103.8798037)",40.77,53.22,74.5,43.0,63.17,23.33,31.62,35.12,19.75,27.83
"(1.364285424, 103.8904679)",29.33,43.82,58.03,33.32,47.27,21.93,30.23,32.78,18.38,27.13
"(1.371437365, 103.88126109999999)",32.82,48.38,62.18,36.28,53.2,21.52,29.82,33.3,17.97,28.6
"(1.359612146, 103.8919082)",28.03,41.57,62.93,32.73,41.13,23.38,31.68,34.23,19.83,27.2
"(1.3527739330000002, 103.89009320000001)",30.98,43.15,55.57,31.33,36.98,21.23,30.12,32.62,17.77,24.58
"(1.3698477080000002, 103.8837012)",31.32,49.23,62.03,39.48,51.73,21.4,29.68,33.18,17.85,29.12
"(1.3705138730000002, 103.8823235)",31.57,47.13,64.12,34.17,53.22,20.85,29.15,32.63,17.32,29.73
"(1.365670731, 103.8948582)",31.08,44.62,61.03,32.67,50.03,23.33,32.28,34.72,20.43,26.82
"(1.372052696, 103.8865314)",31.1,46.97,66.77,32.68,49.32,22.75,31.05,34.53,19.22,28.68
"(1.37506139, 103.8869105)",34.28,51.33,68.02,36.52,53.68,22.65,30.95,34.43,19.05,27.1
"(1.3666539569999998, 103.8950128)",29.2,42.73,59.15,30.78,48.42,24.28,32.57,35.13,20.73,27.85
"(1.364245984, 103.8914777)",28.57,44.88,59.53,33.82,46.98,21.78,30.08,32.63,18.23,26.98
"(1.367098554, 103.8969787)",29.02,42.55,58.97,30.6,47.98,22.6,31.33,33.88,20.3,26.9
"(1.366894586, 103.8960171)",27.55,41.08,57.5,29.13,47.88,24.68,33.47,36.03,21.63,28.17
"(1.3522029530000002, 103.8801732)",31.67,38.47,50.88,27.13,45.28,20.3,28.6,31.17,16.77,27.48
"(1.370025457, 103.8985723)",33.1,48.67,63.32,36.72,51.68,24.15,33.1,35.53,21.27,27.55
"(1.372978403, 103.8856792)",31.33,50.52,66.9,32.92,52.87,23.63,31.93,35.42,19.98,27.45
"(1.3647792669999999, 103.89442059999999)",31.9,50.15,63.98,33.05,46.28,23.02,31.97,34.4,20.12,26.48
"(1.36930321, 103.8983512)",32.22,45.75,65.93,33.8,50.35,24.35,33.32,35.75,21.68,27.95
"(1.367101312, 103.898278)",31.82,44.3,61.77,33.4,50.78,24.15,32.87,35.43,21.03,27.63
"(1.371232979, 103.88691800000001)",30.68,46.55,66.25,32.27,48.9,22.38,30.68,34.17,18.85,28.02
"(1.3670614269999999, 103.88807729999999)",29.32,43.53,60.52,35.63,46.88,22.43,30.73,34.22,18.9,28.52
"(1.3721728780000002, 103.8846458)",34.15,49.53,67.58,36.38,52.98,21.95,30.25,33.73,18.42,28.95
"(1.350254259, 103.8877953)",30.17,43.4,55.82,30.52,48.92,21.37,30.25,32.77,18.48,25.82
"(1.3684058319999999, 103.8978204)",30.97,44.5,66.05,32.55,49.23,23.85,32.15,34.7,20.3,28.15
"(1.3497582540000002, 103.88681009999999)",31.92,45.15,57.57,32.27,50.67,21.02,29.32,31.87,17.47,26.95
"(1.376128653, 103.89483129999999)",32.42,49.05,66.4,34.0,51.4,24.07,32.37,35.85,20.53,26.25
"(1.37428772, 103.87967859999999)",34.67,49.1,64.0,39.9,55.5,22.28,30.57,34.07,18.72,29.3
"(1.377900409, 103.8940194)",33.77,47.23,63.98,34.12,49.58,25.02,33.32,36.1,21.47,25.45
"(1.376702901, 103.888277)",35.3,53.57,64.4,37.53,54.93,23.48,31.78,35.27,19.93,26.48
"(1.352653389, 103.8802927)",32.15,38.95,51.37,27.62,45.77,20.43,28.73,31.3,16.7,27.42
"(1.3791181909999999, 103.89429090000002)",31.32,44.85,63.35,32.9,48.07,25.8,35.03,37.18,23.22,25.75
"(1.3692978919999998, 103.8838268)",30.12,45.68,60.83,38.28,50.53,22.28,30.57,34.07,18.63,29.9
"(1.374094139, 103.8953126)",32.62,46.47,63.45,34.37,48.82,25.52,33.82,36.48,21.03,25.12
"(1.379115141, 103.8951191)",30.25,43.78,62.83,31.83,49.4,25.33,34.57,36.73,22.75,25.3
"(1.35302664, 103.88288759999999)",28.92,42.17,54.58,29.27,52.0,22.78,31.08,33.63,19.23,27.52
"(1.37994979, 103.8904387)",31.27,46.92,62.9,32.85,49.27,24.35,32.65,36.13,20.82,26.0
"(1.3719078830000002, 103.89701290000001)",27.88,41.42,63.08,32.58,47.9,24.3,32.58,35.15,19.07,25.82
"(1.370363556, 103.8899996)",27.23,40.77,53.3,28.93,45.15,22.9,31.2,33.75,19.37,27.65
"(1.376371236, 103.8835196)",37.72,50.33,67.27,40.12,52.98,23.08,31.37,34.87,19.48,26.28
"(1.37849281, 103.88401640000001)",34.3,49.12,60.88,34.65,49.58,23.75,32.03,35.53,20.2,27.27
"(1.378021055, 103.88024659999999)",35.03,48.1,59.87,38.5,56.68,22.58,30.88,34.37,18.92,27.2
"(1.37356291, 103.87918470000001)",36.03,49.32,64.22,40.1,51.67,21.5,29.8,33.28,17.95,28.32
"(1.3823737580000002, 103.8809546)",40.48,52.93,74.22,42.72,62.65,23.22,31.52,35.0,19.67,27.38
"(1.380031671, 103.87941359999999)",35.7,49.38,65.92,36.05,53.57,22.72,31.02,34.5,19.18,26.9
"(1.378270725, 103.88748509999999)",34.7,52.2,63.73,35.05,52.93,24.88,33.18,36.67,21.3,27.9
"(1.377521837, 103.88381329999999)",35.9,50.63,62.4,36.25,51.28,22.45,30.75,34.23,19.77,26.82
"(1.3779650419999998, 103.88821999999999)",36.32,53.82,65.35,36.67,54.55,25.17,33.47,36.95,21.63,26.82
"(1.375434031, 103.8841929)",32.8,45.25,66.53,35.03,50.3,23.4,31.7,35.18,19.88,26.48
"(1.370312635, 103.8851256)",33.37,48.93,65.92,38.42,52.28,22.05,30.35,33.83,18.5,29.77
"(1.376635679, 103.8797875)",35.0,49.6,66.58,40.72,55.83,22.23,30.53,34.02,18.7,27.43
"(1.3760320430000001, 103.8814979)",34.22,46.67,65.18,36.45,54.67,22.97,31.27,34.75,19.37,28.22
"(1.377171374, 103.895401)",34.3,51.13,64.52,34.65,49.85,25.33,34.57,36.72,22.77,25.32
"(1.3511363730000001, 103.889169)",29.13,41.58,56.28,29.48,36.7,21.08,29.97,32.47,18.13,25.45
"(1.349664367, 103.8863021)",32.65,45.88,58.3,33.0,50.27,20.73,29.03,31.58,17.13,26.4
"(1.3725199209999999, 103.8970056)",29.07,42.6,64.27,33.77,49.42,25.23,33.53,36.08,21.63,27.02
"(1.362990379, 103.89046390000001)",28.08,45.43,60.07,32.78,47.78,22.05,30.33,32.9,18.47,28.87
"(1.372736224, 103.89462929999999)",30.63,44.17,56.58,32.22,49.4,24.02,32.32,34.87,20.48,25.4
"(1.3734830709999999, 103.8797778)",36.58,50.47,65.37,40.22,52.82,22.03,30.33,33.82,18.5,29.08
"(1.3778227330000001, 103.89032320000001)",32.33,45.87,64.77,33.92,51.92,23.77,32.05,35.55,20.22,26.67
"(1.369561785, 103.8805075)",30.4,46.45,60.4,33.48,50.82,21.7,30.0,33.48,18.32,30.72
"(1.3729650969999998, 103.8956733)",34.25,46.82,65.75,34.72,49.17,25.12,33.42,35.97,21.4,26.15
"(1.365647882, 103.88826490000001)",29.13,45.98,61.12,33.83,50.37,22.65,30.93,33.5,19.12,27.65
"(1.319009211, 103.7474331)",35.93,28.78,19.22,41.25,69.58,21.23,13.13,8.57,24.23,43.57
"(1.320531436, 103.7426522)",39.33,37.45,19.95,54.93,70.95,20.67,12.57,8.0,23.68,43.02
"(1.342024246, 103.73900970000001)",35.15,28.72,8.1,38.7,68.8,25.0,16.9,2.57,22.85,42.38
"(1.3426532780000002, 103.739977)",32.93,25.45,8.57,41.15,64.55,25.13,17.03,2.53,23.4,42.93
"(1.341127495, 103.7381012)",34.33,27.85,9.48,37.88,67.98,24.38,16.28,2.13,24.27,43.82
"(1.350554953, 103.7300291)",38.22,31.08,11.27,45.65,71.87,26.37,18.27,4.97,24.32,43.87
"(1.343828697, 103.7416542)",42.57,35.63,8.13,42.02,71.9,25.1,17.0,2.5,23.47,43.0
"(1.319022393, 103.74669190000002)",36.83,29.68,17.75,47.75,70.48,21.37,13.27,8.7,24.38,43.72
"(1.3431883580000001, 103.7367858)",31.83,25.4,11.7,40.58,65.48,26.18,18.08,3.75,24.1,43.63
"(1.3378903770000001, 103.7424281)",31.68,24.53,5.38,38.22,65.33,23.65,15.55,3.43,23.97,43.5
"(1.339791488, 103.73550279999999)",33.9,27.4,14.5,37.45,67.55,24.3,16.2,5.63,26.23,45.77
"(1.337011008, 103.7387873)",30.27,23.15,8.97,32.93,63.92,23.32,15.22,3.2,23.6,43.15
"(1.338669111, 103.74029250000001)",31.78,24.67,6.07,41.3,65.43,24.7,16.6,3.53,24.05,43.6
"(1.3495325169999999, 103.7315322)",38.33,31.2,11.38,43.78,71.98,26.28,18.18,4.88,24.25,43.78
"(1.3214990340000001, 103.73898220000001)",41.25,34.52,23.93,44.32,72.87,21.7,13.6,9.03,24.7,44.03
"(1.347666576, 103.7325787)",38.08,30.95,11.15,40.9,71.73,25.8,17.7,4.4,23.75,43.3
"(1.339209815, 103.73582440000001)",33.97,26.83,13.93,38.1,67.62,24.57,16.47,5.9,25.35,44.9
"(1.339085068, 103.747058)",34.58,27.43,8.1,40.28,68.23,23.48,15.38,2.77,21.83,41.38
"(1.3482083630000001, 103.7337993)",41.12,34.37,12.33,43.32,74.77,25.67,17.57,4.27,23.63,43.17
"(1.350139886, 103.72993659999999)",37.53,30.4,10.58,44.97,71.18,26.2,18.1,4.8,24.17,43.7
"(1.3467115269999999, 103.73206490000001)",35.53,28.4,8.6,40.58,69.18,26.25,18.15,4.85,24.42,43.95
"(1.323297343, 103.7393881)",39.6,32.0,21.42,41.8,73.25,21.9,13.8,9.23,24.9,44.23
"(1.340708117, 103.74470229999999)",36.83,29.68,4.05,40.65,70.48,23.17,15.07,1.68,21.4,40.95
"(1.342104131, 103.7454087)",40.33,33.18,7.05,41.08,73.98,25.4,17.3,3.92,23.98,43.52
"(1.341866529, 103.7450352)",39.62,32.47,6.33,40.37,73.27,24.07,15.97,2.58,22.32,41.85
"(1.3403455, 103.74371090000001)",31.63,24.48,2.67,37.47,65.28,24.38,16.28,3.82,24.22,43.77
"(1.346521518, 103.73484309999999)",41.88,36.42,12.18,44.08,75.53,25.33,17.23,3.93,23.3,42.83
"(1.319234207, 103.74965429999999)",37.47,35.28,21.87,48.45,71.12,21.15,13.05,8.48,24.17,43.48
"(1.338775749, 103.73560429999999)",34.55,27.42,14.48,38.6,68.2,23.67,15.57,4.62,24.98,44.53
"(1.346653511, 103.7332752)",37.38,30.58,10.7,41.82,71.03,25.83,17.73,4.43,23.8,43.33
"(1.341820669, 103.7360878)",34.17,27.73,12.98,37.72,67.82,25.35,17.25,3.12,23.3,42.83
"(1.320051467, 103.74112990000002)",38.32,31.68,20.32,53.5,69.93,21.65,13.55,8.98,24.67,43.98
"(1.335255178, 103.6950834)",41.62,35.62,32.45,43.82,75.27,28.95,20.85,14.07,31.95,51.28
"(1.335277509, 103.69477619999999)",42.27,36.8,32.28,44.47,75.68,28.45,20.35,13.57,31.47,50.8
"(1.346405382, 103.7107771)",40.0,34.0,20.97,42.2,73.65,28.98,20.88,9.73,27.5,47.05
"(1.335299059, 103.724713)",39.78,32.63,31.3,45.1,73.43,23.28,15.18,9.2,26.33,45.65
"(1.346249681, 103.70938699999999)",40.35,34.35,21.2,51.43,74.0,28.83,20.73,10.22,27.33,46.87
"(1.333184498, 103.7243543)",40.83,33.68,31.22,46.15,74.48,22.38,14.28,8.95,26.48,45.82
"(1.3480063080000002, 103.7101756)",39.92,33.92,20.77,51.0,73.57,29.37,21.27,10.75,26.75,46.28
"(1.335407648, 103.724261)",40.45,33.3,30.22,45.77,74.1,23.05,14.95,8.97,26.4,45.73
"(1.341455371, 103.6879703)",46.2,39.27,28.68,51.25,77.82,31.45,23.35,14.57,31.52,51.05
"(1.350197638, 103.7273488)",39.83,32.55,12.17,48.08,73.48,27.87,19.77,6.47,25.92,45.47
"(1.340521584, 103.6863745)",45.97,39.03,28.45,51.02,77.58,31.2,23.1,14.32,31.25,50.78
"(1.34108919, 103.6878703)",45.72,38.78,28.2,50.77,77.33,31.47,23.37,14.58,31.52,51.07
"(1.340523118, 103.6891902)",43.03,35.75,25.17,45.23,76.68,30.72,22.62,13.83,30.77,50.3
"(1.348241225, 103.7140979)",39.67,32.22,19.95,45.68,73.32,28.53,20.43,9.93,29.25,48.8
